CUST_ID,TXN_DATE,TXN_AMOUNT,TXN_TYPE
28,2017-03-04,18176,CREDIT
28,2017-03-12,137082,CREDIT
28,2017-03-04,120811,CREDIT
29,2016-01-17,193403,CREDIT
29,2016-01-02,134994,CREDIT
29,2016-01-20,118246,CREDIT
29,2016-02-21,196651,CREDIT
29,2016-02-06,114633,CREDIT
29,2016-02-26,29762,CREDIT
29,2016-02-02,62650,CREDIT
29,2016-04-19,157704,CREDIT
29,2016-04-05,24105,CREDIT
29,2016-04-19,141899,CREDIT
29,2016-04-17,100251,CREDIT
29,2016-04-16,191913,CREDIT
29,2016-04-27,18896,CREDIT
29,2016-04-19,9090,CREDIT
29,2016-04-17,107086,CREDIT
29,2016-05-03,59424,CREDIT
29,2016-05-27,181157,CREDIT
29,2016-05-20,4766,CREDIT
29,2016-05-04,93796,CREDIT
29,2016-05-22,140590,CREDIT
29,2016-05-10,170691,CREDIT
29,2016-05-23,181088,CREDIT
29,2016-05-19,14562,CREDIT
29,2016-06-19,177238,CREDIT
29,2016-06-16,173960,CREDIT
29,2016-06-11,156673,CREDIT
29,2016-06-04,93587,CREDIT
29,2016-06-19,191670,CREDIT
29,2016-06-19,99774,CREDIT
29,2016-06-27,138213,CREDIT
29,2016-06-21,40183,CREDIT
29,2016-07-03,50010,CREDIT
29,2016-07-05,40213,CREDIT
29,2016-07-04,115769,CREDIT
29,2016-07-19,109838,CREDIT
29,2016-07-06,159223,CREDIT
29,2016-07-04,60242,CREDIT
29,2016-07-05,55231,CREDIT
29,2016-07-17,164058,CREDIT
29,2016-08-17,144726,CREDIT
29,2016-08-26,19792,CREDIT
29,2016-08-02,55963,CREDIT
29,2016-08-26,175366,CREDIT
29,2016-08-20,167150,CREDIT
29,2016-08-15,199522,CREDIT
29,2016-08-06,69166,CREDIT
29,2016-08-27,199654,CREDIT
29,2016-09-14,140584,CREDIT
29,2016-09-06,112082,CREDIT
29,2016-09-24,42714,CREDIT
29,2016-10-13,113215,CREDIT
29,2016-10-09,25728,CREDIT
29,2016-10-03,52704,CREDIT
29,2016-10-22,146153,CREDIT
29,2016-10-10,128242,CREDIT
29,2016-10-02,175248,CREDIT
29,2016-10-07,109291,CREDIT
29,2016-10-17,116530,CREDIT
29,2016-12-17,127338,CREDIT
29,2016-12-08,23446,CREDIT
29,2016-12-01,95089,CREDIT
29,2016-12-05,57849,CREDIT
29,2016-12-05,55891,CREDIT
29,2016-12-06,9777,CREDIT
29,2016-12-06,93887,CREDIT
29,2016-12-26,170002,CREDIT
29,2017-01-07,168983,CREDIT
29,2017-01-07,21754,CREDIT
29,2017-01-14,103832,CREDIT
29,2017-02-06,79495,CREDIT
29,2017-02-23,18729,CREDIT
29,2017-02-14,4597,CREDIT
29,2017-03-26,65137,CREDIT
30,2016-02-22,196027,CREDIT
30,2016-02-24,59053,CREDIT
30,2016-02-10,163949,CREDIT
30,2016-02-15,86920,CREDIT
30,2016-02-10,129446,CREDIT
30,2016-04-23,163001,CREDIT
30,2016-04-12,102944,CREDIT
30,2016-04-10,51106,CREDIT
30,2016-04-15,22346,CREDIT
30,2016-04-20,36220,CREDIT
30,2016-04-22,36488,CREDIT
30,2016-04-26,143974,CREDIT
30,2016-04-01,130134,CREDIT
30,2016-05-06,22973,CREDIT
30,2016-05-25,130025,CREDIT
30,2016-05-06,58717,CREDIT
30,2016-05-16,60843,CREDIT
30,2016-06-23,62294,CREDIT
30,2016-06-17,120182,CREDIT
30,2016-06-09,189270,CREDIT
30,2016-06-17,143685,CREDIT
30,2016-06-27,161986,CREDIT
30,2016-06-26,37092,CREDIT
30,2016-07-21,137496,CREDIT
30,2016-07-03,6965,CREDIT
30,2016-07-11,63706,CREDIT
30,2016-07-23,128804,CREDIT
30,2016-08-25,47084,CREDIT
30,2016-08-04,115566,CREDIT
30,2016-08-01,101280,CREDIT
30,2016-09-13,83238,CREDIT
30,2016-09-02,57066,CREDIT
30,2016-09-23,43934,CREDIT
30,2016-10-07,110275,CREDIT
30,2016-10-09,28648,CREDIT
30,2016-10-10,42105,CREDIT
30,2016-10-27,33481,CREDIT
30,2016-10-05,36888,CREDIT
30,2016-10-19,114548,CREDIT
30,2016-10-19,30179,CREDIT
30,2016-11-19,68635,CREDIT
30,2016-11-19,13735,CREDIT
30,2016-11-18,100419,CREDIT
30,2016-11-01,128970,CREDIT
30,2016-11-10,85558,CREDIT
30,2016-11-25,137636,CREDIT
30,2016-11-08,77086,CREDIT
30,2016-11-18,65153,CREDIT
30,2016-12-22,187742,CREDIT
30,2016-12-03,16766,CREDIT
30,2017-01-06,70723,CREDIT
30,2017-01-18,81287,CREDIT
30,2017-02-14,170984,CREDIT
30,2017-02-11,170839,CREDIT
30,2017-02-10,149034,CREDIT
30,2017-03-16,41649,CREDIT
30,2017-03-16,32242,CREDIT
30,2017-03-10,29912,CREDIT
30,2017-03-02,192703,CREDIT
31,2016-01-17,20601,CREDIT
31,2016-01-03,85476,CREDIT
31,2016-02-20,23347,CREDIT
31,2016-02-18,138172,CREDIT
31,2016-02-05,123710,CREDIT
31,2016-03-01,8548,CREDIT
31,2016-03-03,124986,CREDIT
31,2016-03-17,9623,CREDIT
31,2016-04-26,47949,CREDIT
31,2016-04-12,60361,CREDIT
31,2016-04-25,25741,CREDIT
31,2016-04-22,22096,CREDIT
31,2016-04-02,3382,CREDIT
31,2016-04-07,137935,CREDIT
31,2016-05-18,104472,CREDIT
31,2016-05-14,60099,CREDIT
31,2016-05-08,106788,CREDIT
31,2016-05-11,42549,CREDIT
31,2016-05-14,144725,CREDIT
31,2016-05-01,169013,CREDIT
31,2016-05-22,57926,CREDIT
31,2016-05-17,11984,CREDIT
31,2016-06-16,20997,CREDIT
31,2016-06-18,5297,CREDIT
31,2016-06-17,158859,CREDIT
31,2016-06-19,115316,CREDIT
31,2016-06-16,47226,CREDIT
31,2016-06-20,138999,CREDIT
31,2016-07-09,133964,CREDIT
31,2016-09-16,198124,CREDIT
31,2016-09-09,12323,CREDIT
31,2016-09-12,61027,CREDIT
31,2016-09-24,17405,CREDIT
31,2016-09-17,49321,CREDIT
31,2016-09-15,22143,CREDIT
31,2016-09-02,105290,CREDIT
31,2016-10-06,69511,CREDIT
31,2016-10-14,148880,CREDIT
31,2016-10-12,91709,CREDIT
31,2016-10-03,55381,CREDIT
31,2016-10-03,31119,CREDIT
31,2016-11-19,189718,CREDIT
31,2016-11-25,45990,CREDIT
31,2016-11-27,177990,CREDIT
31,2016-11-12,156337,CREDIT
31,2016-12-12,183371,CREDIT
31,2016-12-26,119383,CREDIT
31,2016-12-14,138515,CREDIT
31,2016-12-01,102091,CREDIT
31,2016-12-22,5291,CREDIT
31,2016-12-24,137390,CREDIT
31,2017-01-12,131416,CREDIT
31,2017-01-24,141752,CREDIT
31,2017-01-18,80995,CREDIT
31,2017-01-21,90432,CREDIT
31,2017-01-12,30346,CREDIT
31,2017-01-04,105754,CREDIT
31,2017-01-25,172402,CREDIT
31,2017-01-22,92541,CREDIT
31,2017-02-14,82755,CREDIT
31,2017-02-25,14995,CREDIT
31,2017-02-07,88238,CREDIT
31,2017-03-18,25145,CREDIT
31,2017-03-20,29289,CREDIT
31,2017-03-12,12716,CREDIT
31,2017-03-07,63101,CREDIT
31,2017-03-23,37947,CREDIT
31,2017-03-02,166483,CREDIT
31,2017-03-01,140000,CREDIT
31,2017-03-05,124666,CREDIT
32,2016-01-27,113651,CREDIT
32,2016-01-05,102058,CREDIT
32,2016-01-22,52752,CREDIT
32,2016-01-17,158975,CREDIT
32,2016-01-23,191892,CREDIT
32,2016-02-13,153622,CREDIT
32,2016-04-17,163026,CREDIT
32,2016-04-05,123934,CREDIT
32,2016-05-05,177595,CREDIT
32,2016-05-21,135214,CREDIT
32,2016-05-13,138606,CREDIT
32,2016-05-10,30745,CREDIT
32,2016-06-21,44744,CREDIT
32,2016-06-21,145840,CREDIT
32,2016-06-20,58479,CREDIT
32,2016-07-02,166822,CREDIT
32,2016-07-07,5311,CREDIT
32,2016-08-04,179624,CREDIT
32,2016-08-21,73862,CREDIT
32,2016-08-09,6308,CREDIT
32,2016-09-11,191472,CREDIT
32,2016-09-14,91149,CREDIT
32,2016-09-19,78563,CREDIT
32,2016-09-11,136032,CREDIT
32,2016-09-07,38507,CREDIT
32,2016-10-13,162637,CREDIT
32,2016-10-07,1518,CREDIT
32,2016-10-16,175886,CREDIT
32,2016-10-08,23096,CREDIT
32,2016-10-13,53511,CREDIT
32,2016-11-21,76103,CREDIT
32,2016-11-27,66655,CREDIT
32,2016-11-14,136560,CREDIT
32,2016-11-23,129395,CREDIT
32,2016-11-18,93504,CREDIT
32,2017-01-03,172811,CREDIT
32,2017-01-24,175303,CREDIT
32,2017-01-26,12686,CREDIT
32,2017-02-23,125796,CREDIT
32,2017-02-25,192127,CREDIT
32,2017-02-16,100452,CREDIT
32,2017-02-07,147766,CREDIT
32,2017-02-18,172438,CREDIT
32,2017-03-04,78370,CREDIT
32,2017-03-10,9085,CREDIT
32,2017-03-10,89898,CREDIT
32,2017-03-08,164083,CREDIT
33,2016-01-17,21030,CREDIT
33,2016-01-25,150577,CREDIT
33,2016-01-07,33642,CREDIT
33,2016-01-26,35571,CREDIT
33,2016-01-07,100128,CREDIT
33,2016-01-23,192828,CREDIT
33,2016-02-13,35736,CREDIT
33,2016-03-19,20919,CREDIT
33,2016-03-06,68797,CREDIT
33,2016-03-14,182677,CREDIT
33,2016-03-02,173774,CREDIT
33,2016-03-08,70498,CREDIT
33,2016-07-08,142641,CREDIT
33,2016-07-14,168955,CREDIT
33,2016-07-01,10946,CREDIT
33,2016-07-01,71067,CREDIT
33,2016-08-27,108374,CREDIT
33,2016-08-20,18785,CREDIT
33,2016-09-09,192295,CREDIT
33,2016-10-03,26991,CREDIT
33,2016-10-04,83792,CREDIT
33,2016-10-04,70132,CREDIT
33,2016-11-24,17557,CREDIT
33,2016-11-13,15231,CREDIT
33,2016-11-24,62863,CREDIT
33,2016-12-01,66247,CREDIT
33,2016-12-26,152189,CREDIT
33,2016-12-26,149242,CREDIT
33,2017-01-14,33334,CREDIT
33,2017-01-08,11894,CREDIT
33,2017-01-01,12644,CREDIT
33,2017-01-12,176994,CREDIT
33,2017-01-20,119291,CREDIT
33,2017-01-03,166961,CREDIT
33,2017-01-20,118525,CREDIT
33,2017-02-22,19776,CREDIT
33,2017-02-25,130093,CREDIT
33,2017-02-24,11685,CREDIT
33,2017-02-17,72660,CREDIT
33,2017-02-23,82225,CREDIT
33,2017-02-21,11188,CREDIT
33,2017-03-04,99410,CREDIT
33,2017-03-01,12409,CREDIT
33,2017-03-21,77096,CREDIT
33,2017-03-02,149727,CREDIT
33,2017-03-22,175738,CREDIT
34,2016-01-13,90684,CREDIT
34,2016-01-19,47069,CREDIT
34,2016-01-20,162599,CREDIT
34,2016-01-22,87096,CREDIT
34,2016-01-26,21245,CREDIT
34,2016-01-09,156665,CREDIT
34,2016-01-14,71837,CREDIT
34,2016-01-08,153835,CREDIT
34,2016-02-08,191152,CREDIT
34,2016-02-07,42379,CREDIT
34,2016-02-07,156512,CREDIT
34,2016-02-19,114214,CREDIT
34,2016-02-02,3224,CREDIT
34,2016-02-04,166653,CREDIT
34,2016-02-24,151017,CREDIT
34,2016-03-01,114738,CREDIT
34,2016-03-17,2122,CREDIT
34,2016-04-18,81514,CREDIT
34,2016-04-19,126505,CREDIT
34,2016-04-18,154328,CREDIT
34,2016-04-14,4068,CREDIT
34,2016-04-13,19574,CREDIT
34,2016-05-14,197439,CREDIT
34,2016-05-26,180432,CREDIT
34,2016-05-25,94733,CREDIT
34,2016-05-10,60580,CREDIT
34,2016-06-25,12665,CREDIT
34,2016-06-21,104039,CREDIT
34,2016-06-03,56886,CREDIT
34,2016-06-03,18652,CREDIT
34,2016-06-22,35033,CREDIT
34,2016-06-06,30522,CREDIT
34,2016-06-06,67736,CREDIT
34,2016-07-15,179487,CREDIT
34,2016-07-20,30182,CREDIT
34,2016-07-19,112049,CREDIT
34,2016-07-12,53476,CREDIT
34,2016-07-04,145782,CREDIT
34,2016-07-01,138415,CREDIT
34,2016-08-22,4482,CREDIT
34,2016-08-22,145503,CREDIT
34,2016-08-10,154577,CREDIT
34,2016-08-15,95544,CREDIT
34,2016-09-27,58556,CREDIT
34,2016-10-11,85889,CREDIT
34,2016-11-22,89233,CREDIT
34,2016-11-27,86251,CREDIT
34,2016-11-20,104172,CREDIT
34,2016-11-12,67832,CREDIT
34,2016-11-15,99502,CREDIT
34,2016-12-01,118982,CREDIT
34,2016-12-01,102869,CREDIT
34,2016-12-25,56562,CREDIT
34,2016-12-16,174138,CREDIT
34,2016-12-15,96140,CREDIT
34,2016-12-25,197868,CREDIT
34,2016-12-24,82009,CREDIT
34,2017-01-12,166209,CREDIT
34,2017-01-14,21340,CREDIT
34,2017-01-22,6636,CREDIT
34,2017-01-20,13179,CREDIT
34,2017-01-16,107834,CREDIT
34,2017-01-20,165724,CREDIT
34,2017-02-19,11876,CREDIT
34,2017-02-25,186711,CREDIT
34,2017-02-22,155148,CREDIT
34,2017-02-21,25690,CREDIT
34,2017-02-21,67059,CREDIT
34,2017-03-09,42281,CREDIT
34,2017-03-02,76707,CREDIT
35,2016-01-26,28597,CREDIT
35,2016-01-20,45169,CREDIT
35,2016-01-03,198336,CREDIT
35,2016-02-14,52039,CREDIT
35,2016-03-09,179454,CREDIT
35,2016-04-08,186150,CREDIT
35,2016-05-01,180718,CREDIT
35,2016-05-08,37473,CREDIT
35,2016-05-24,176083,CREDIT
35,2016-05-04,61170,CREDIT
35,2016-05-21,6731,CREDIT
35,2016-05-25,144494,CREDIT
35,2016-05-20,59270,CREDIT
35,2016-05-06,169885,CREDIT
35,2016-06-16,116245,CREDIT
35,2016-06-01,47502,CREDIT
35,2016-06-13,98126,CREDIT
35,2016-06-04,167825,CREDIT
35,2016-08-06,103590,CREDIT
35,2016-08-05,69115,CREDIT
35,2016-08-06,13386,CREDIT
35,2016-08-09,10268,CREDIT
35,2016-08-20,125753,CREDIT
35,2016-08-22,101944,CREDIT
35,2016-11-20,113397,CREDIT
35,2016-11-19,55778,CREDIT
35,2016-11-07,137313,CREDIT
35,2016-11-24,194080,CREDIT
35,2016-12-02,51810,CREDIT
35,2016-12-12,187126,CREDIT
35,2016-12-19,28878,CREDIT
35,2016-12-11,184136,CREDIT
35,2016-12-23,137330,CREDIT
35,2016-12-10,176291,CREDIT
35,2016-12-14,80618,CREDIT
35,2016-12-25,14401,CREDIT
35,2017-01-14,190539,CREDIT
35,2017-01-15,14042,CREDIT
35,2017-02-09,159868,CREDIT
35,2017-02-21,153517,CREDIT
35,2017-02-16,11347,CREDIT
35,2017-02-11,55693,CREDIT
35,2017-02-19,20394,CREDIT
35,2017-02-14,64393,CREDIT
35,2017-03-13,143389,CREDIT
35,2017-03-19,164234,CREDIT
35,2017-03-26,64376,CREDIT
35,2017-03-04,199859,CREDIT
35,2017-03-23,144235,CREDIT
35,2017-03-03,169414,CREDIT
35,2017-03-18,149456,CREDIT
36,2016-01-08,81659,CREDIT
36,2016-01-18,28731,CREDIT
36,2016-01-17,180349,CREDIT
36,2016-02-09,7381,CREDIT
36,2016-02-16,7723,CREDIT
36,2016-03-04,113720,CREDIT
36,2016-03-21,82451,CREDIT
36,2016-03-02,117933,CREDIT
36,2016-03-01,112672,CREDIT
36,2016-03-27,151658,CREDIT
36,2016-03-14,86335,CREDIT
36,2016-03-16,56205,CREDIT
36,2016-04-23,14634,CREDIT
36,2016-05-20,23131,CREDIT
36,2016-05-18,184073,CREDIT
36,2016-05-21,116326,CREDIT
36,2016-07-16,22953,CREDIT
36,2016-07-14,123851,CREDIT
36,2016-07-18,29412,CREDIT
36,2016-07-15,62993,CREDIT
36,2016-08-25,43546,CREDIT
36,2016-08-07,125536,CREDIT
36,2016-09-27,181490,CREDIT
36,2016-09-04,167342,CREDIT
36,2016-09-09,28982,CREDIT
36,2016-09-23,71833,CREDIT
36,2016-09-04,85680,CREDIT
36,2016-09-08,16933,CREDIT
36,2016-09-08,117787,CREDIT
36,2016-09-12,86683,CREDIT
36,2016-10-04,30293,CREDIT
36,2016-10-23,34901,CREDIT
36,2016-10-24,118031,CREDIT
36,2016-10-03,47411,CREDIT
36,2016-10-06,23034,CREDIT
36,2016-10-14,15111,CREDIT
36,2016-11-15,123749,CREDIT
36,2016-12-06,48503,CREDIT
36,2016-12-02,21407,CREDIT
36,2016-12-25,126226,CREDIT
36,2016-12-14,88976,CREDIT
36,2016-12-05,87491,CREDIT
36,2016-12-18,189386,CREDIT
36,2017-01-16,61242,CREDIT
36,2017-01-18,125468,CREDIT
36,2017-02-10,3614,CREDIT
36,2017-02-05,192303,CREDIT
36,2017-03-02,28629,CREDIT
36,2017-03-27,84380,CREDIT
36,2017-03-13,123485,CREDIT
36,2017-03-11,54038,CREDIT
36,2017-03-27,102224,CREDIT
36,2017-03-06,46265,CREDIT
37,2016-01-06,37917,CREDIT
37,2016-01-24,139019,CREDIT
37,2016-01-09,175161,CREDIT
37,2016-01-11,50790,CREDIT
37,2016-01-06,107635,CREDIT
37,2016-01-02,15231,CREDIT
37,2016-01-04,161567,CREDIT
37,2016-01-27,13957,CREDIT
37,2016-02-16,162008,CREDIT
37,2016-02-04,87674,CREDIT
37,2016-02-06,29307,CREDIT
37,2016-02-11,18630,CREDIT
37,2016-03-12,125832,CREDIT
37,2016-03-26,130895,CREDIT
37,2016-03-06,145372,CREDIT
37,2016-03-09,120445,CREDIT
37,2016-03-25,147034,CREDIT
37,2016-05-18,84797,CREDIT
37,2016-07-11,22642,CREDIT
37,2016-08-08,159979,CREDIT
37,2016-08-01,55061,CREDIT
37,2016-08-08,183287,CREDIT
37,2016-09-12,120892,CREDIT
37,2016-09-08,188852,CREDIT
37,2016-09-10,162029,CREDIT
37,2016-09-18,158490,CREDIT
37,2016-09-20,116830,CREDIT
37,2016-09-27,107535,CREDIT
37,2016-09-14,101195,CREDIT
37,2016-09-01,147375,CREDIT
37,2016-10-24,74239,CREDIT
37,2016-10-20,81301,CREDIT
37,2016-10-05,96020,CREDIT
37,2016-12-13,122864,CREDIT
37,2016-12-04,59650,CREDIT
37,2016-12-17,187300,CREDIT
37,2017-01-13,129861,CREDIT
37,2017-01-24,88741,CREDIT
37,2017-01-01,170782,CREDIT
37,2017-01-21,87730,CREDIT
37,2017-03-21,137452,CREDIT
37,2017-03-05,111840,CREDIT
37,2017-03-08,18512,CREDIT
37,2017-03-05,34428,CREDIT
38,2016-01-13,133535,CREDIT
38,2016-01-22,27039,CREDIT
38,2016-01-24,99088,CREDIT
38,2016-01-12,186332,CREDIT
38,2016-02-18,171485,CREDIT
38,2016-02-18,18400,CREDIT
38,2016-02-16,40658,CREDIT
38,2016-02-02,132916,CREDIT
38,2016-02-20,4186,CREDIT
38,2016-02-12,124407,CREDIT
38,2016-02-05,16329,CREDIT
38,2016-04-12,178063,CREDIT
38,2016-04-04,198225,CREDIT
38,2016-04-27,108885,CREDIT
38,2016-05-21,165683,CREDIT
38,2016-05-20,155911,CREDIT
38,2016-05-07,10266,CREDIT
38,2016-05-27,112284,CREDIT
38,2016-05-05,133300,CREDIT
38,2016-06-07,191783,CREDIT
38,2016-06-09,97276,CREDIT
38,2016-06-01,181957,CREDIT
38,2016-06-01,173134,CREDIT
38,2016-06-27,163094,CREDIT
38,2016-06-12,14762,CREDIT
38,2016-06-24,33668,CREDIT
38,2016-06-22,55527,CREDIT
38,2016-07-23,160370,CREDIT
38,2016-07-01,21375,CREDIT
38,2016-08-16,133076,CREDIT
38,2016-08-15,117114,CREDIT
38,2016-08-05,54988,CREDIT
38,2016-08-03,172358,CREDIT
38,2016-08-14,164168,CREDIT
38,2016-09-09,118375,CREDIT
38,2016-09-15,21063,CREDIT
38,2016-09-13,15048,CREDIT
38,2016-09-03,175240,CREDIT
38,2016-10-18,63188,CREDIT
38,2016-11-07,134470,CREDIT
38,2016-12-22,125767,CREDIT
38,2016-12-13,5112,CREDIT
38,2016-12-07,32016,CREDIT
38,2016-12-24,160807,CREDIT
38,2016-12-25,160013,CREDIT
38,2016-12-02,171174,CREDIT
38,2017-01-04,191035,CREDIT
38,2017-01-11,101349,CREDIT
38,2017-01-26,128541,CREDIT
38,2017-01-07,50437,CREDIT
38,2017-02-24,73431,CREDIT
38,2017-02-03,130964,CREDIT
38,2017-02-03,167487,CREDIT
39,2016-01-22,99172,CREDIT
39,2016-01-13,198659,CREDIT
39,2016-01-23,161294,CREDIT
39,2016-01-04,121359,CREDIT
39,2016-01-02,137950,CREDIT
39,2016-02-25,52341,CREDIT
39,2016-02-09,51442,CREDIT
39,2016-02-13,26466,CREDIT
39,2016-03-22,74730,CREDIT
39,2016-03-25,36876,CREDIT
39,2016-04-21,23359,CREDIT
39,2016-04-13,126399,CREDIT
39,2016-04-23,120243,CREDIT
39,2016-04-10,78163,CREDIT
39,2016-04-12,185707,CREDIT
39,2016-04-14,20347,CREDIT
39,2016-04-13,78300,CREDIT
39,2016-05-14,56304,CREDIT
39,2016-05-07,165561,CREDIT
39,2016-05-18,42995,CREDIT
39,2016-05-15,50666,CREDIT
39,2016-05-27,85770,CREDIT
39,2016-05-15,195819,CREDIT
39,2016-06-15,49870,CREDIT
39,2016-06-16,116572,CREDIT
39,2016-06-01,164658,CREDIT
39,2016-07-12,110731,CREDIT
39,2016-07-01,43845,CREDIT
39,2016-07-23,47524,CREDIT
39,2016-07-08,130577,CREDIT
39,2016-07-04,80232,CREDIT
39,2016-07-15,180955,CREDIT
39,2016-07-02,121866,CREDIT
39,2016-07-11,77255,CREDIT
39,2016-08-14,180572,CREDIT
39,2016-08-01,155203,CREDIT
39,2016-08-27,94339,CREDIT
39,2016-08-17,160614,CREDIT
39,2016-08-02,29758,CREDIT
39,2016-08-20,102560,CREDIT
39,2016-08-11,28746,CREDIT
39,2016-09-26,76004,CREDIT
39,2016-09-09,156013,CREDIT
39,2016-09-19,39404,CREDIT
39,2016-09-20,37694,CREDIT
39,2016-10-07,107275,CREDIT
39,2016-10-14,105791,CREDIT
39,2016-10-10,136909,CREDIT
39,2016-11-26,94950,CREDIT
39,2016-11-07,115371,CREDIT
39,2016-11-11,139557,CREDIT
39,2016-11-08,131245,CREDIT
39,2016-11-05,191555,CREDIT
39,2016-11-04,97577,CREDIT
39,2016-11-07,100496,CREDIT
39,2016-12-22,104954,CREDIT
39,2016-12-05,187424,CREDIT
39,2016-12-06,66380,CREDIT
39,2016-12-17,59629,CREDIT
39,2016-12-24,114057,CREDIT
39,2016-12-25,83920,CREDIT
39,2017-01-04,180799,CREDIT
39,2017-01-11,171846,CREDIT
39,2017-01-08,194990,CREDIT
39,2017-01-25,199026,CREDIT
39,2017-01-04,134606,CREDIT
39,2017-01-05,19333,CREDIT
39,2017-01-13,8968,CREDIT
39,2017-03-07,178433,CREDIT
39,2017-03-15,198536,CREDIT
39,2017-03-09,101864,CREDIT
39,2017-03-04,15686,CREDIT
39,2017-03-15,14152,CREDIT
39,2017-03-22,1232,CREDIT
40,2016-01-05,128441,CREDIT
40,2016-01-05,199373,CREDIT
40,2016-01-08,29503,CREDIT
40,2016-02-01,165695,CREDIT
40,2016-02-16,102591,CREDIT
40,2016-02-10,138113,CREDIT
40,2016-03-27,178168,CREDIT
40,2016-03-14,112116,CREDIT
40,2016-03-25,176646,CREDIT
40,2016-03-23,20952,CREDIT
40,2016-03-08,6768,CREDIT
40,2016-03-12,176689,CREDIT
40,2016-03-07,28328,CREDIT
40,2016-04-14,199848,CREDIT
40,2016-04-27,124936,CREDIT
40,2016-04-10,198087,CREDIT
40,2016-04-26,171445,CREDIT
40,2016-04-25,72995,CREDIT
40,2016-04-14,4662,CREDIT
40,2016-05-26,40575,CREDIT
40,2016-05-21,178515,CREDIT
40,2016-05-23,60395,CREDIT
40,2016-06-03,193354,CREDIT
40,2016-06-22,137341,CREDIT
40,2016-06-23,113522,CREDIT
40,2016-06-08,188835,CREDIT
40,2016-06-02,185450,CREDIT
40,2016-07-09,53018,CREDIT
40,2016-07-08,175598,CREDIT
40,2016-07-14,125464,CREDIT
40,2016-07-27,37913,CREDIT
40,2016-07-14,30518,CREDIT
40,2016-08-23,103916,CREDIT
40,2016-08-03,112294,CREDIT
40,2016-08-21,50861,CREDIT
40,2016-08-21,38411,CREDIT
40,2016-08-01,47921,CREDIT
40,2016-08-04,192712,CREDIT
40,2016-08-08,20236,CREDIT
40,2016-08-11,128946,CREDIT
40,2016-09-19,122606,CREDIT
40,2016-09-22,135357,CREDIT
40,2016-09-26,159836,CREDIT
40,2016-09-04,15837,CREDIT
40,2016-09-11,151927,CREDIT
40,2016-09-21,148195,CREDIT
40,2016-09-20,5321,CREDIT
40,2016-10-10,41328,CREDIT
40,2016-11-14,46504,CREDIT
40,2016-11-07,143148,CREDIT
40,2016-11-04,52785,CREDIT
40,2016-11-24,28897,CREDIT
40,2016-11-13,28492,CREDIT
40,2016-11-04,46692,CREDIT
40,2016-11-26,56660,CREDIT
40,2016-12-10,69297,CREDIT
40,2016-12-04,122543,CREDIT
40,2016-12-02,144841,CREDIT
40,2016-12-23,18166,CREDIT
40,2017-02-13,164320,CREDIT
40,2017-02-01,3195,CREDIT
40,2017-02-15,134803,CREDIT
40,2017-02-27,136778,CREDIT
40,2017-03-08,102402,CREDIT
40,2017-03-06,36913,CREDIT
40,2017-03-04,28565,CREDIT
40,2017-03-14,158293,CREDIT
40,2017-03-20,24728,CREDIT
40,2017-03-06,33247,CREDIT
40,2017-03-22,25197,CREDIT
40,2017-03-08,176075,CREDIT
41,2016-01-19,139774,CREDIT
41,2016-01-12,132232,CREDIT
41,2016-01-25,57027,CREDIT
41,2016-01-12,63555,CREDIT
41,2016-01-15,13583,CREDIT
41,2016-02-26,139007,CREDIT
41,2016-04-11,149132,CREDIT
41,2016-04-26,177802,CREDIT
41,2016-05-07,39757,CREDIT
41,2016-05-15,115403,CREDIT
41,2016-05-04,23521,CREDIT
41,2016-05-19,171250,CREDIT
41,2016-05-23,50622,CREDIT
41,2016-06-10,6835,CREDIT
41,2016-06-23,188572,CREDIT
41,2016-07-03,108429,CREDIT
41,2016-07-24,59273,CREDIT
41,2016-07-04,199052,CREDIT
41,2016-08-17,88911,CREDIT
41,2016-08-15,36096,CREDIT
41,2016-08-19,150010,CREDIT
41,2016-08-02,194889,CREDIT
41,2016-08-24,49558,CREDIT
41,2016-08-03,136211,CREDIT
41,2016-08-26,179420,CREDIT
41,2016-09-16,166605,CREDIT
41,2016-09-16,66852,CREDIT
41,2016-09-12,29736,CREDIT
41,2016-09-07,76301,CREDIT
41,2016-09-15,35228,CREDIT
41,2016-09-05,127987,CREDIT
41,2016-10-25,134892,CREDIT
41,2016-10-19,112639,CREDIT
41,2016-10-11,38613,CREDIT
41,2016-10-01,51906,CREDIT
41,2016-10-16,192015,CREDIT
41,2016-10-18,45825,CREDIT
41,2016-10-13,197764,CREDIT
41,2016-12-11,141014,CREDIT
41,2016-12-03,43483,CREDIT
41,2016-12-27,125348,CREDIT
41,2016-12-02,13123,CREDIT
41,2017-01-20,175780,CREDIT
41,2017-01-08,78798,CREDIT
41,2017-01-06,159694,CREDIT
41,2017-01-08,192561,CREDIT
41,2017-01-01,108609,CREDIT
41,2017-02-14,103768,CREDIT
41,2017-02-23,136419,CREDIT
41,2017-02-21,120913,CREDIT
41,2017-02-09,182348,CREDIT
41,2017-02-20,145859,CREDIT
41,2017-03-04,172636,CREDIT
41,2017-03-10,161490,CREDIT
41,2017-03-17,90863,CREDIT
41,2017-03-25,133872,CREDIT
41,2017-03-20,172620,CREDIT
41,2017-03-03,157093,CREDIT
42,2016-03-24,71746,CREDIT
42,2016-03-10,179869,CREDIT
42,2016-03-10,2243,CREDIT
